ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPassword,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest,TotalDonations
kennedy.martin1008@community.org,Kennedy,Martin,11/9/11 0:00,participant,participant123,801-455-3942,Orem,UT,84426,Art Studio,Arts,
penelope.wright1010@learners.net,Penelope,Wright,1/25/09 0:00,participant,participant123,801-943-4559,Ogden,UT,84715,SLCC,Both,
avery.white1011@ellarises.org,Avery,White,3/14/07 0:00,participant,participant123,801-984-6341,Logan,UT,84517,Mountain View High,STEM,23.81
eleanor.wilson1012@ellarises.org,Eleanor,Wilson,7/20/06 0:00,participant,participant123,801-274-8567,Riverton,UT,84028,UVU,Both,
liam.gonzalez1013@community.org,Liam,Gonzalez,11/26/13 0:00,participant,participant123,801-456-2878,Provo,UT,84011,Startup Lab,STEM,
henry.rodriguez1015@community.org,Henry,Rodriguez,5/28/98 0:00,participant,participant123,801-365-3794,Layton,UT,84862,Local Library,STEM,1002.36
layla.jackson1016@ellarises.org,Layla,Jackson,3/12/13 0:00,participant,participant123,801-279-1183,Bountiful,UT,84173,BYU,STEM,
henry.thompson1017@studentmail.org,Henry,Thompson,11/6/02 0:00,participant,participant123,801-235-9721,Sandy,UT,84732,Mountain View High,Both,
charlotte.king1018@ellarises.org,Charlotte,King,3/6/99 0:00,participant,participant123,801-515-8274,Bountiful,UT,84707,Local Library,STEM,1096.07
charlotte.harris1019@studentmail.org,Charlotte,Harris,1/19/00 0:00,participant,participant123,801-444-4276,West Jordan,UT,84384,Westview High,Arts,512.71
sophia.smith1020@learners.net,Sophia,Smith,12/12/02 0:00,participant,participant123,801-885-2035,Sandy,UT,84697,Startup Lab,STEM,53.21
zoey.flores1022@studentmail.org,Zoey,Flores,3/19/03 0:00,participant,participant123,801-638-2979,Bountiful,UT,84962,Valley Charter,STEM,
stella.lee1023@studentmail.org,Stella,Lee,4/9/98 0:00,participant,participant123,801-869-6181,Salt Lake City,UT,84412,SLCC,STEM,143.33
benjamin.anderson1024@ellarises.org,Benjamin,Anderson,12/26/98 0:00,participant,participant123,801-838-7045,Layton,UT,84666,East Ridge Middle,STEM,168.1
noah.martin1025@community.org,Noah,Martin,8/26/03 0:00,participant,participant123,801-749-3809,Logan,UT,84730,East Ridge Middle,Both,
claire.harris1026@studentmail.org,Claire,Harris,12/11/12 0:00,participant,participant123,801-850-6209,Lehi,UT,84180,Mountain View High,STEM,932.19
skylar.johnson1027@community.org,Skylar,Johnson,4/17/09 0:00,participant,participant123,801-855-4808,Bountiful,UT,84524,Local Library,Both,
abigail.brown1029@studentmail.org,Abigail,Brown,5/27/01 0:00,participant,participant123,801-503-4309,Draper,UT,84511,SLCC,STEM,
isabella.thomas1030@community.org,Isabella,Thomas,6/8/12 0:00,participant,participant123,801-484-6202,Lehi,UT,84138,Retail Store,STEM,
michael.clark1031@learners.net,Michael,Clark,9/8/05 0:00,participant,participant123,801-950-6427,Salt Lake City,UT,84235,Valley Charter,STEM,311.27
ethan.brown1032@studentmail.org,Ethan,Brown,3/19/05 0:00,participant,participant123,801-590-9543,West Jordan,UT,84623,North Summit High,Arts,210.99
ava.jones1033@community.org,Ava,Jones,3/24/12 0:00,participant,participant123,801-397-1853,Ogden,UT,84977,North Summit High,STEM,
sofia.garcia1034@studentmail.org,Sofia,Garcia,7/24/07 0:00,participant,participant123,801-719-2280,Sandy,UT,84242,Art Studio,Arts,52.81
bella.hernandez1035@studentmail.org,Bella,Hernandez,10/19/04 0:00,participant,participant123,801-380-5079,West Jordan,UT,84435,BYU,Both,28.27
lucas.gonzalez1036@learners.net,Lucas,Gonzalez,6/22/06 0:00,participant,participant123,801-568-7524,Spanish Fork,UT,84082,North Summit High,Arts,
henry.ramirez1037@community.org,Henry,Ramirez,7/22/06 0:00,participant,participant123,801-693-1324,St. George,UT,84840,SLCC,STEM,110.52
brooklyn.hill1038@studentmail.org,Brooklyn,Hill,11/10/04 0:00,participant,participant123,801-589-8596,Orem,UT,84264,Mountain View High,Arts,664.7
leah.scott1039@community.org,Leah,Scott,5/23/02 0:00,participant,participant123,801-339-8688,Ogden,UT,84342,North Summit High,STEM,
ava.smith1040@learners.net,Ava,Smith,8/25/14 0:00,participant,participant123,801-625-7465,Spanish Fork,UT,84415,UVU,Arts,51.09
alexander.martin1041@ellarises.org,Alexander,Martin,8/19/06 0:00,participant,participant123,801-239-3039,Taylorsville,UT,84907,Startup Lab,Both,
lily.gonzalez1042@community.org,Lily,Gonzalez,6/6/09 0:00,participant,participant123,801-969-6711,Layton,UT,84790,Art Studio,Arts,
zoe.brown1043@community.org,Zoe,Brown,9/18/08 0:00,participant,participant123,801-452-4970,Taylorsville,UT,84754,Westview High,Arts,1080.39
sophia.martinez1044@learners.net,Sophia,Martinez,9/15/03 0:00,participant,participant123,801-897-3414,Riverton,UT,84967,Valley Charter,Both,
lily.smith1045@ellarises.org,Lily,Smith,12/2/06 0:00,participant,participant123,801-928-7297,Ogden,UT,84660,Art Studio,Both,
sebastian.harris1047@learners.net,Sebastian,Harris,6/14/00 0:00,participant,participant123,801-945-2456,Taylorsville,UT,84771,Tech Apprenticeship,Both,
kennedy.martinez1048@learners.net,Kennedy,Martinez,9/5/13 0:00,participant,participant123,801-966-7520,Sandy,UT,84953,BYU,STEM,
chloe.young1049@ellarises.org,Chloe,Young,10/10/09 0:00,participant,participant123,801-992-7845,Logan,UT,84072,SLCC,Both,
aurora.ramirez1050@studentmail.org,Aurora,Ramirez,6/11/02 0:00,participant,participant123,801-390-3200,Orem,UT,84384,Mountain View High,STEM,
mateo.davis1051@community.org,Mateo,Davis,10/27/14 0:00,participant,participant123,801-405-1966,Sandy,UT,84191,North Summit High,STEM,
leah.davis1053@learners.net,Leah,Davis,9/19/08 0:00,participant,participant123,801-230-4846,Ogden,UT,84351,Mountain View High,Both,97.69
elizabeth.smith1054@ellarises.org,Elizabeth,Smith,3/4/00 0:00,participant,participant123,801-207-1685,Layton,UT,84770,Valley Charter,Both,185.64
ava.harris1055@learners.net,Ava,Harris,7/23/11 0:00,participant,participant123,801-975-6521,Spanish Fork,UT,84485,SLCC,Arts,208.1
zoe.perez1056@learners.net,Zoe,Perez,6/28/06 0:00,participant,participant123,801-569-7528,West Jordan,UT,84964,Local Library,STEM,
stella.perez1057@ellarises.org,Stella,Perez,4/8/14 0:00,participant,participant123,801-915-7583,Salt Lake City,UT,84468,Community Center,STEM,698.97
sophia.hill1058@ellarises.org,Sophia,Hill,4/7/06 0:00,participant,participant123,801-916-5072,Pleasant Grove,UT,84287,Mountain View High,Both,
mia.lee1060@community.org,Mia,Lee,7/31/14 0:00,participant,participant123,801-696-7556,West Jordan,UT,84622,Local Library,STEM,
kennedy.ramirez1061@community.org,Kennedy,Ramirez,8/14/11 0:00,participant,participant123,801-594-5814,Logan,UT,84752,Valley Charter,Both,487.86
aria.king1062@ellarises.org,Aria,King,2/4/13 0:00,participant,participant123,801-289-5937,St. George,UT,84510,Cafe Rio,Arts,143.03
chloe.lewis1063@ellarises.org,Chloe,Lewis,6/17/03 0:00,participant,participant123,801-753-4946,Spanish Fork,UT,84679,Valley Charter,STEM,233.44
emily.miller1064@community.org,Emily,Miller,4/15/04 0:00,participant,participant123,801-534-7283,Salt Lake City,UT,84165,Valley Charter,Both,
eleanor.walker1065@ellarises.org,Eleanor,Walker,1/11/00 0:00,participant,participant123,801-747-9060,St. George,UT,84945,Retail Store,Both,1437.26
skylar.anderson1066@ellarises.org,Skylar,Anderson,8/31/12 0:00,participant,participant123,801-934-7252,Lehi,UT,84387,Tech Apprenticeship,Both,
william.anderson1067@studentmail.org,William,Anderson,7/1/00 0:00,participant,participant123,801-497-2436,Layton,UT,84119,East Ridge Middle,Arts,269.73
michael.hill1070@studentmail.org,Michael,Hill,5/1/08 0:00,participant,participant123,801-209-9819,Logan,UT,84405,UVU,STEM,
savannah.anderson1071@community.org,Savannah,Anderson,4/9/01 0:00,participant,participant123,801-815-5643,Riverton,UT,84151,Art Studio,Both,41.81
isabella.hill1072@learners.net,Isabella,Hill,2/19/04 0:00,participant,participant123,801-905-3022,Murray,UT,84515,Community Center,Both,79.68
levi.wilson1073@community.org,Levi,Wilson,6/22/05 0:00,participant,participant123,801-585-1963,Murray,UT,84722,North Summit High,Both,
grace.anderson1074@ellarises.org,Grace,Anderson,9/16/04 0:00,participant,participant123,801-699-7419,Orem,UT,84878,Community Center,Both,1133.84
lily.johnson1075@community.org,Lily,Johnson,10/24/05 0:00,participant,participant123,801-894-8756,Lehi,UT,84433,Retail Store,Arts,275.38
claire.nguyen1077@ellarises.org,Claire,Nguyen,12/12/10 0:00,participant,participant123,801-870-3681,Murray,UT,84469,North Summit High,Arts,
levi.jackson1078@studentmail.org,Levi,Jackson,6/29/14 0:00,participant,participant123,801-966-4205,Sandy,UT,84224,Tech Apprenticeship,STEM,
natalie.torres1079@ellarises.org,Natalie,Torres,4/7/99 0:00,participant,participant123,801-637-3756,St. George,UT,84386,East Ridge Middle,Arts,
jack.lopez1080@ellarises.org,Jack,Lopez,4/24/11 0:00,participant,participant123,801-865-6545,Logan,UT,84528,SLCC,STEM,1046.29
liam.thomas1081@ellarises.org,Liam,Thomas,10/15/04 0:00,participant,participant123,801-606-9005,Logan,UT,84247,Art Studio,Both,
layla.harris1082@ellarises.org,Layla,Harris,3/4/04 0:00,participant,participant123,801-865-7260,Riverton,UT,84886,Tech Apprenticeship,Both,
henry.white1083@ellarises.org,Henry,White,12/21/08 0:00,participant,participant123,801-284-2999,Logan,UT,84120,Tech Apprenticeship,Both,
daniel.anderson1084@ellarises.org,Daniel,Anderson,4/19/11 0:00,participant,participant123,801-910-2549,Spanish Fork,UT,84281,North Summit High,Arts,86.04
levi.ramirez1085@learners.net,Levi,Ramirez,1/4/14 0:00,participant,participant123,801-533-2040,St. George,UT,84102,Startup Lab,Both,
riley.sanchez1086@ellarises.org,Riley,Sanchez,12/16/08 0:00,participant,participant123,801-749-9684,Bountiful,UT,84570,East Ridge Middle,Both,357.12
sebastian.davis1087@studentmail.org,Sebastian,Davis,2/13/98 0:00,participant,participant123,801-813-3948,Logan,UT,84186,Cafe Rio,Arts,
aaliyah.davis1088@ellarises.org,Aaliyah,Davis,12/21/99 0:00,participant,participant123,801-411-3641,St. George,UT,84589,Cafe Rio,Arts,
isabella.garcia1089@ellarises.org,Isabella,Garcia,11/6/01 0:00,participant,participant123,801-572-9919,Pleasant Grove,UT,84306,SLCC,Both,
ava.thomas1090@learners.net,Ava,Thomas,10/13/12 0:00,participant,participant123,801-731-5807,Provo,UT,84969,Cafe Rio,Arts,
camila.torres1091@community.org,Camila,Torres,6/14/09 0:00,participant,participant123,801-560-9818,Lehi,UT,84536,Valley Charter,Both,
elizabeth.williams1092@studentmail.org,Elizabeth,Williams,10/30/02 0:00,participant,participant123,801-345-5910,Provo,UT,84193,North Summit High,Both,170.79
hannah.nguyen1093@learners.net,Hannah,Nguyen,9/2/99 0:00,participant,participant123,801-946-7914,Layton,UT,84132,Cafe Rio,Arts,
lucy.harris1094@studentmail.org,Lucy,Harris,3/5/13 0:00,participant,participant123,801-285-5164,Bountiful,UT,84468,SLCC,Both,
aria.wright1095@studentmail.org,Aria,Wright,3/14/12 0:00,participant,participant123,801-950-5413,Ogden,UT,84645,Art Studio,Both,973.59
addison.jones1097@learners.net,Addison,Jones,2/15/07 0:00,participant,participant123,801-312-9984,Logan,UT,84545,East Ridge Middle,Arts,155.95
emily.white1098@learners.net,Emily,White,3/22/98 0:00,participant,participant123,801-431-5483,Layton,UT,84150,East Ridge Middle,Arts,
victoria.harris1099@ellarises.org,Victoria,Harris,3/17/11 0:00,participant,participant123,801-739-6022,Logan,UT,84180,Community Center,Arts,24.45
elizabeth.king1100@learners.net,Elizabeth,King,1/28/99 0:00,participant,participant123,801-477-2623,Murray,UT,84565,North Summit High,Arts,1090.42
hazel.lopez1101@learners.net,Hazel,Lopez,10/24/03 0:00,participant,participant123,801-806-3090,Bountiful,UT,84489,Westview High,Both,542.5
daniel.martinez1102@studentmail.org,Daniel,Martinez,3/10/99 0:00,participant,participant123,801-781-5380,St. George,UT,84388,Startup Lab,Both,196.37
zoe.thomas1103@community.org,Zoe,Thomas,7/6/08 0:00,participant,participant123,801-649-6799,Riverton,UT,84188,Cafe Rio,Arts,
penelope.ramirez1104@studentmail.org,Penelope,Ramirez,2/13/07 0:00,participant,participant123,801-289-6007,Murray,UT,84651,Retail Store,Arts,
emily.garcia1105@ellarises.org,Emily,Garcia,11/26/10 0:00,participant,participant123,801-295-3705,West Jordan,UT,84968,Westview High,STEM,
aurora.scott1106@community.org,Aurora,Scott,5/23/14 0:00,participant,participant123,801-634-9334,Salt Lake City,UT,84986,North Summit High,Arts,172.73
jackson.allen1107@ellarises.org,Jackson,Allen,9/24/14 0:00,participant,participant123,801-831-4115,Bountiful,UT,84015,Westview High,Both,
elijah.wright1108@learners.net,Elijah,Wright,5/5/13 0:00,participant,participant123,801-877-9652,West Jordan,UT,84757,Local Library,STEM,176.58
lucas.hernandez1109@studentmail.org,Lucas,Hernandez,7/10/09 0:00,participant,participant123,801-575-3184,Orem,UT,84077,UVU,STEM,
elijah.young1110@community.org,Elijah,Young,3/25/13 0:00,participant,participant123,801-315-6537,Orem,UT,84383,Valley Charter,Both,970.78
avery.jackson1111@learners.net,Avery,Jackson,1/19/98 0:00,participant,participant123,801-471-4490,Spanish Fork,UT,84301,Art Studio,Both,431.92
james.wilson1112@learners.net,James,Wilson,11/9/11 0:00,participant,participant123,801-236-8586,Pleasant Grove,UT,84846,Community Center,Arts,
amelia.thompson1113@ellarises.org,Amelia,Thompson,5/27/00 0:00,participant,participant123,801-505-6798,Riverton,UT,84337,Westview High,Arts,235.97
riley.sanchez1114@learners.net,Riley,Sanchez,6/7/02 0:00,participant,participant123,801-641-9061,Salt Lake City,UT,84104,East Ridge Middle,Both,552.31
daniel.martinez1115@community.org,Daniel,Martinez,6/28/01 0:00,participant,participant123,801-699-1113,Logan,UT,84936,Retail Store,Both,
eleanor.anderson1116@community.org,Eleanor,Anderson,8/10/07 0:00,participant,participant123,801-506-6971,Bountiful,UT,84384,Startup Lab,STEM,
sebastian.moore1117@ellarises.org,Sebastian,Moore,2/19/01 0:00,participant,participant123,801-649-3651,Riverton,UT,84673,UVU,Both,
william.smith1118@learners.net,William,Smith,11/26/98 0:00,participant,participant123,801-394-5667,Sandy,UT,84114,North Summit High,Arts,264.67
oliver.perez1119@ellarises.org,Oliver,Perez,12/2/12 0:00,participant,participant123,801-403-8852,Orem,UT,84683,BYU,STEM,
oliver.young1120@community.org,Oliver,Young,4/4/09 0:00,participant,participant123,801-969-7551,St. George,UT,84333,Art Studio,Both,
hazel.rodriguez1121@ellarises.org,Hazel,Rodriguez,6/28/01 0:00,participant,participant123,801-221-3066,Logan,UT,84812,UVU,Both,20.32
olivia.thomas1122@ellarises.org,Olivia,Thomas,9/29/07 0:00,participant,participant123,801-811-1131,Lehi,UT,84440,Mountain View High,Arts,737.01
aurora.young1123@ellarises.org,Aurora,Young,5/11/14 0:00,participant,participant123,801-832-3498,Taylorsville,UT,84254,Cafe Rio,STEM,
addison.moore1124@ellarises.org,Addison,Moore,6/14/02 0:00,participant,participant123,801-453-8031,Layton,UT,84718,Mountain View High,Both,
mila.allen1125@studentmail.org,Mila,Allen,2/23/03 0:00,participant,participant123,801-805-3436,Sandy,UT,84876,East Ridge Middle,STEM,
liam.williams1126@learners.net,Liam,Williams,5/25/98 0:00,participant,participant123,801-349-7984,Sandy,UT,84952,Local Library,STEM,
emily.brown1127@community.org,Emily,Brown,12/22/02 0:00,participant,participant123,801-513-4791,Taylorsville,UT,84538,UVU,Arts,41.34
levi.brown1128@community.org,Levi,Brown,2/26/06 0:00,participant,participant123,801-312-5411,Provo,UT,84312,BYU,Arts,
oliver.thomas1129@learners.net,Oliver,Thomas,3/4/99 0:00,participant,participant123,801-241-1008,Provo,UT,84187,Tech Apprenticeship,Both,
claire.wilson1130@learners.net,Claire,Wilson,8/31/07 0:00,participant,participant123,801-821-2650,Spanish Fork,UT,84287,North Summit High,Arts,
alexander.white1131@learners.net,Alexander,White,4/26/13 0:00,participant,participant123,801-299-1223,Murray,UT,84115,Cafe Rio,STEM,
skylar.white1132@learners.net,Skylar,White,8/1/12 0:00,participant,participant123,801-580-4903,Pleasant Grove,UT,84620,BYU,STEM,
hazel.garcia1133@ellarises.org,Hazel,Garcia,12/3/98 0:00,participant,participant123,801-960-2971,St. George,UT,84645,Local Library,Both,
zoey.gonzalez1134@community.org,Zoey,Gonzalez,10/5/04 0:00,participant,participant123,801-759-6618,Logan,UT,84077,Art Studio,Arts,
nora.wright1135@studentmail.org,Nora,Wright,5/7/10 0:00,participant,participant123,801-396-7851,Provo,UT,84131,Art Studio,Arts,27.14
kennedy.white1136@community.org,Kennedy,White,10/30/08 0:00,participant,participant123,801-646-2109,Logan,UT,84933,SLCC,Both,
mateo.johnson1137@studentmail.org,Mateo,Johnson,1/8/99 0:00,participant,participant123,801-332-5745,Layton,UT,84714,Local Library,STEM,
zoey.sanchez1138@community.org,Zoey,Sanchez,10/27/07 0:00,participant,participant123,801-276-3711,Pleasant Grove,UT,84995,Retail Store,Both,474.16
hazel.scott1139@community.org,Hazel,Scott,2/16/02 0:00,participant,participant123,801-478-4390,Bountiful,UT,84622,Westview High,STEM,
savannah.moore1141@ellarises.org,Savannah,Moore,5/6/03 0:00,participant,participant123,801-246-9741,Orem,UT,84230,BYU,STEM,169.64
aria.moore1142@studentmail.org,Aria,Moore,9/17/02 0:00,participant,participant123,801-252-5079,Layton,UT,84895,Cafe Rio,STEM,1116.07
ava.thompson1143@learners.net,Ava,Thompson,3/13/14 0:00,participant,participant123,801-922-5326,Lehi,UT,84086,North Summit High,Arts,
savannah.lee1144@ellarises.org,Savannah,Lee,5/21/14 0:00,participant,participant123,801-564-4592,Salt Lake City,UT,84844,BYU,STEM,
william.white1147@studentmail.org,William,White,4/21/08 0:00,participant,participant123,801-707-3973,Spanish Fork,UT,84096,North Summit High,STEM,
zoey.torres1148@community.org,Zoey,Torres,12/15/04 0:00,participant,participant123,801-488-1344,Orem,UT,84664,North Summit High,STEM,
james.hill1149@studentmail.org,James,Hill,7/3/03 0:00,participant,participant123,801-273-7986,Ogden,UT,84147,Mountain View High,Both,838.43
liam.miller1150@studentmail.org,Liam,Miller,8/12/06 0:00,participant,participant123,801-302-7191,Salt Lake City,UT,84618,Westview High,STEM,1044.94
olivia.williams1151@studentmail.org,Olivia,Williams,3/14/01 0:00,participant,participant123,801-285-5385,West Jordan,UT,84789,Tech Apprenticeship,Both,140.4
olivia.smith1152@ellarises.org,Olivia,Smith,7/16/02 0:00,participant,participant123,801-924-2392,Lehi,UT,84874,North Summit High,Arts,149.46
henry.hernandez1153@learners.net,Henry,Hernandez,4/3/99 0:00,participant,participant123,801-358-4994,Lehi,UT,84491,Cafe Rio,Both,751.41
paisley.wright1154@ellarises.org,Paisley,Wright,3/20/10 0:00,participant,participant123,801-245-2684,Salt Lake City,UT,84845,BYU,STEM,
daniel.clark1155@studentmail.org,Daniel,Clark,1/31/03 0:00,participant,participant123,801-429-1393,Salt Lake City,UT,84935,SLCC,Arts,948.18
aria.thompson1156@learners.net,Aria,Thompson,5/27/13 0:00,participant,participant123,801-900-7303,West Jordan,UT,84944,Startup Lab,Both,22.65
ella.young1157@studentmail.org,Ella,Young,1/6/06 0:00,participant,participant123,801-304-5617,Logan,UT,84230,East Ridge Middle,Both,70.24
skylar.davis1158@learners.net,Skylar,Davis,12/29/01 0:00,participant,participant123,801-244-3475,Ogden,UT,84918,SLCC,Both,
skylar.hill1159@studentmail.org,Skylar,Hill,1/6/12 0:00,participant,participant123,801-883-5940,Taylorsville,UT,84154,Community Center,Arts,
kennedy.miller1160@learners.net,Kennedy,Miller,12/15/13 0:00,participant,participant123,801-577-5348,Spanish Fork,UT,84678,Retail Store,STEM,
ava.martinez1161@studentmail.org,Ava,Martinez,3/7/14 0:00,participant,participant123,801-599-8318,Lehi,UT,84152,Retail Store,Arts,
harper.davis1162@community.org,Harper,Davis,11/10/00 0:00,participant,participant123,801-292-6292,Layton,UT,84149,North Summit High,Arts,
skylar.rodriguez1164@studentmail.org,Skylar,Rodriguez,1/31/10 0:00,participant,participant123,801-762-9144,Bountiful,UT,84429,Cafe Rio,Arts,1310.6
sebastian.wright1165@studentmail.org,Sebastian,Wright,10/26/09 0:00,participant,participant123,801-794-7911,Bountiful,UT,84086,Local Library,Both,
camila.davis1167@ellarises.org,Camila,Davis,8/11/04 0:00,participant,participant123,801-997-3283,Draper,UT,84370,Mountain View High,STEM,157.54
oliver.thomas1168@studentmail.org,Oliver,Thomas,8/18/00 0:00,participant,participant123,801-964-3257,West Jordan,UT,84058,Art Studio,Both,424.69
aria.harris1169@ellarises.org,Aria,Harris,11/12/12 0:00,participant,participant123,801-255-2736,Taylorsville,UT,84381,Local Library,STEM,44.34
levi.hill1170@studentmail.org,Levi,Hill,10/10/99 0:00,participant,participant123,801-574-3314,Salt Lake City,UT,84151,Valley Charter,STEM,
olivia.torres1171@community.org,Olivia,Torres,9/5/14 0:00,participant,participant123,801-386-8696,St. George,UT,84784,North Summit High,Both,85.74
mason.martin1172@community.org,Mason,Martin,6/18/12 0:00,participant,participant123,801-545-8274,Taylorsville,UT,84740,Art Studio,STEM,50.89
aurora.davis1173@studentmail.org,Aurora,Davis,7/21/11 0:00,participant,participant123,801-857-1526,Provo,UT,84903,Retail Store,STEM,
mateo.hernandez1174@ellarises.org,Mateo,Hernandez,6/6/10 0:00,participant,participant123,801-633-8443,Bountiful,UT,84853,Art Studio,Arts,
mateo.martin1175@studentmail.org,Mateo,Martin,1/24/00 0:00,participant,participant123,801-360-5453,Taylorsville,UT,84954,Cafe Rio,Arts,90.19
ella.johnson0@learners.net,Ella,Johnson,3/6/90 0:00,admin,admin123,801-342-2679,West Jordan,UT,84229,Ella Rises,Both,1242.68
ethan.garcia1@community.org,Ethan,Garcia,3/20/80 0:00,admin,admin123,801-295-4582,Provo,UT,84031,Ella Rises,Both,
mateo.hill2@ellarises.org,Mateo,Hill,5/29/84 0:00,admin,admin123,801-865-9928,Sandy,UT,84734,Ella Rises,Both,287.21
victoria.lewis3@learners.net,Victoria,Lewis,8/19/82 0:00,admin,admin123,801-363-7924,Salt Lake City,UT,84778,Ella Rises,Both,
lucy.williams5@community.org,Lucy,Williams,5/20/10 0:00,participant,participant123,801-587-2291,Logan,UT,84997,BYU,Both,652.19
penelope.robinson26@studentmail.org,Penelope,Robinson,2/19/99 0:00,participant,participant123,801-763-2604,Ogden,UT,84454,Tech Apprenticeship,Both,
sofia.martin33@community.org,Sofia,Martin,3/18/98 0:00,participant,participant123,801-969-2188,Lehi,UT,84952,Mountain View High,Both,
nora.white49@community.org,Nora,White,12/23/11 0:00,participant,participant123,801-880-6409,Ogden,UT,84972,UVU,Both,106.98
claire.lopez76@community.org,Claire,Lopez,4/9/04 0:00,participant,participant123,801-464-6576,Sandy,UT,84364,Startup Lab,Both,
paisley.martin81@learners.net,Paisley,Martin,1/28/05 0:00,participant,participant123,801-938-4155,West Jordan,UT,84124,East Ridge Middle,Both,
charlotte.martinez87@studentmail.org,Charlotte,Martinez,7/8/10 0:00,participant,participant123,801-454-2940,Murray,UT,84088,Retail Store,Arts,2687.8
theodore.davis103@studentmail.org,Theodore,Davis,5/31/09 0:00,participant,participant123,801-933-5781,Spanish Fork,UT,84956,Art Studio,Arts,
levi.anderson146@ellarises.org,Levi,Anderson,7/30/00 0:00,participant,participant123,801-769-7022,Draper,UT,84866,Retail Store,Arts,
elijah.hernandez196@community.org,Elijah,Hernandez,10/16/11 0:00,participant,participant123,801-243-6776,Draper,UT,84458,SLCC,Arts,
aurora.young202@studentmail.org,Aurora,Young,11/15/01 0:00,participant,participant123,801-275-8406,Logan,UT,84139,Startup Lab,Both,
chloe.hernandez209@learners.net,Chloe,Hernandez,10/9/99 0:00,participant,participant123,801-731-5653,West Jordan,UT,84355,BYU,STEM,2450.72
benjamin.hill249@learners.net,Benjamin,Hill,12/27/14 0:00,participant,participant123,801-762-8714,Taylorsville,UT,84719,Cafe Rio,Both,22
addison.martinez361@ellarises.org,Addison,Martinez,10/8/05 0:00,participant,participant123,801-438-9872,Taylorsville,UT,84025,Tech Apprenticeship,Both,
sofia.gonzalez372@community.org,Sofia,Gonzalez,1/23/11 0:00,participant,participant123,801-845-2376,Draper,UT,84703,Local Library,Arts,223.34
aaliyah.smith456@studentmail.org,Aaliyah,Smith,9/16/07 0:00,participant,participant123,801-735-2560,Lehi,UT,84532,Tech Apprenticeship,Both,1460.31
charlotte.lopez491@learners.net,Charlotte,Lopez,2/22/07 0:00,participant,participant123,801-433-5237,Ogden,UT,84589,SLCC,Arts,728.07
scarlett.white507@community.org,Scarlett,White,1/1/01 0:00,participant,participant123,801-990-5767,West Jordan,UT,84913,Mountain View High,Both,
stella.sanchez537@community.org,Stella,Sanchez,1/9/00 0:00,participant,participant123,801-215-2124,Sandy,UT,84531,Cafe Rio,Arts,
victoria.anderson542@learners.net,Victoria,Anderson,1/6/10 0:00,participant,participant123,801-561-9462,Taylorsville,UT,84979,Westview High,Both,49.48
elijah.miller601@studentmail.org,Elijah,Miller,7/27/05 0:00,participant,participant123,801-611-9268,Orem,UT,84564,Tech Apprenticeship,STEM,
madison.hill634@studentmail.org,Madison,Hill,10/14/99 0:00,participant,participant123,801-226-6886,West Jordan,UT,84704,Art Studio,Arts,
zoey.anderson636@ellarises.org,Zoey,Anderson,4/7/07 0:00,participant,participant123,801-215-5421,Taylorsville,UT,84783,Valley Charter,Both,
sofia.allen682@ellarises.org,Sofia,Allen,4/23/05 0:00,participant,participant123,801-931-2752,Bountiful,UT,84838,Cafe Rio,Both,1764.28
natalie.miller791@learners.net,Natalie,Miller,4/24/04 0:00,participant,participant123,801-340-9489,St. George,UT,84014,UVU,Arts,
mason.garcia879@learners.net,Mason,Garcia,9/26/04 0:00,participant,participant123,801-281-8825,Riverton,UT,84448,North Summit High,STEM,
violet.jackson906@studentmail.org,Violet,Jackson,2/2/06 0:00,participant,participant123,801-581-7799,Ogden,UT,84273,Tech Apprenticeship,Both,
oliver.hernandez922@studentmail.org,Oliver,Hernandez,11/25/00 0:00,participant,participant123,801-696-8499,Pleasant Grove,UT,84131,Art Studio,Both,235.57
zoey.lewis951@ellarises.org,Zoey,Lewis,4/7/13 0:00,participant,participant123,801-220-5606,West Jordan,UT,84761,Startup Lab,Both,
stella.perez997@studentmail.org,Stella,Perez,6/27/13 0:00,participant,participant123,801-902-7608,Taylorsville,UT,84436,Cafe Rio,Arts,179.22
benjamin.harris1009@studentmail.org,Benjamin,Harris,5/18/03 0:00,participant,participant123,801-915-1715,Logan,UT,84403,Startup Lab,STEM,
claire.robinson1014@community.org,Claire,Robinson,9/26/12 0:00,participant,participant123,801-284-9985,Riverton,UT,84070,Valley Charter,Both,75.43
chloe.hernandez1021@ellarises.org,Chloe,Hernandez,3/28/05 0:00,participant,participant123,801-310-6359,Taylorsville,UT,84525,Cafe Rio,Both,49.26
olivia.anderson1028@ellarises.org,Olivia,Anderson,12/26/14 0:00,participant,participant123,801-442-8020,Logan,UT,84317,Valley Charter,Both,
abigail.king1046@studentmail.org,Abigail,King,7/8/13 0:00,participant,participant123,801-637-5143,Taylorsville,UT,84170,BYU,Both,372.96
lucy.clark1052@community.org,Lucy,Clark,10/16/99 0:00,participant,participant123,801-851-3721,Logan,UT,84890,BYU,STEM,149.61
